MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,emotion,filename
-433.87546,33.11749,-11.552771,-3.1509948,-6.4122534,-10.142762,-8.779301,-12.660699,-3.1474752,-10.566268,-10.303788,-5.8550887,-7.775108,-2.6079905,-3.7671924,3.2876792,7.2715354,4.672756,6.3407598,5.2766056,-1.6714954,-0.7102607,-2.742807,-0.5155784,-0.49243426,0.9986736,-2.0163763,2.3997893,-0.5558574,1.4233899,0.9651052,2.115474,0.96436703,2.1128957,2.0510554,1.0991846,0.55091494,0.89400905,0.083764076,-0.36390772,surprised,03-01-08-02-02-01-10.wav
-417.141,37.222816,-10.572914,-1.2104347,-8.232791,-9.591879,-12.515397,-12.174668,-1.1697972,-8.144898,-9.05747,-3.8252838,-6.6390457,-3.190248,-8.136411,-5.803019,-1.4560064,-4.1984267,1.4054272,10.200739,4.8291802,10.44471,6.2254167,5.1686807,0.72971886,2.876489,-1.024604,0.84829885,-1.9874871,1.1844757,-0.24893145,1.5458715,0.9440727,0.19402291,0.52373904,-0.101853,-0.68726045,0.12657358,-0.25337106,0.15844876,surprised,03-01-08-02-02-02-10.wav
-713.15,61.634888,21.69507,20.849443,6.918356,8.276476,2.9739454,0.8407588,-0.46303716,4.7247014,2.1017058,0.39667258,2.8003163,4.0591817,-0.10816567,2.3105354,0.34329802,2.0871193,-1.0094192,-0.94845325,1.0431421,-1.7349238,-0.80161285,-0.50312656,0.025121294,-0.26459384,-1.2948952,1.8506013,0.66789144,1.5407952,0.1828403,-0.7833408,-0.9773246,-0.7089259,-1.7990208,-0.83565515,-0.5452629,-0.65741825,-0.98709023,-1.126662,neutral,03-01-01-01-01-01-11.wav
-686.26654,63.687344,18.820574,18.182194,6.695839,8.485631,3.3310153,-1.7832763,-0.887873,4.4412875,0.3936897,-1.0005517,2.5451593,3.579118,1.8526751,1.3552036,-0.6793307,-0.10670338,-3.069014,-0.52126276,1.598628,-2.020199,-0.8079089,-0.8366054,-1.3208559,0.21854919,-2.1184752,0.42535326,-1.4395944,0.716328,-0.58312106,-1.1648538,-1.4639641,-1.9437083,-2.4327729,-2.3863528,-1.3833593,-0.9719034,-2.111814,-1.9479996,neutral,03-01-01-01-01-02-11.wav
-685.63696,56.559807,21.440945,20.455795,5.7860975,6.829503,1.199324,-1.759392,-0.5647495,3.7439644,-1.45862,0.2520927,-0.05103198,3.6572144,2.330779,-1.1480857,0.38679916,-0.08888262,-2.844554,-0.7790432,0.8698492,-1.7225055,-0.7854828,-0.5854057,-0.89837176,0.84127605,-0.3996129,0.944719,-0.022764716,0.33252755,-0.40482348,-1.1792661,-2.010599,-0.8367883,-1.4240768,-1.4479648,0.03761951,-0.51009303,-0.14494462,-0.6366116,neutral,03-01-01-01-02-01-11.wav
-684.6071,66.38061,26.615877,25.076828,9.572113,8.546317,1.8001161,-0.2577007,1.1803876,7.655635,-0.80432475,0.30727756,0.5758167,3.7822607,3.0544546,0.6131174,0.20546159,1.2229452,-3.4813378,-0.7357019,0.9584975,-1.4049858,-0.092639044,-0.10617903,0.16827717,0.89170516,0.21153986,1.9462129,0.7399974,0.9628035,-0.020196259,-1.0554299,-0.7529207,-1.032705,-1.1272811,-1.116557,-0.9843353,-0.93224627,-1.4360495,-1.8984973,neutral,03-01-01-01-02-02-11.wav
-713.8097,59.206757,22.627445,23.758863,12.566026,12.569508,4.7033625,1.4249272,3.2177725,8.236173,0.3057131,-0.8788879,3.185479,4.5328736,1.6923743,0.32531035,-0.1786567,1.6642116,-3.4752758,1.7314606,0.56508857,-1.5543427,-0.85126644,-0.2958507,-0.6762061,-0.47948435,-1.1854528,1.5502111,-0.56839097,-0.3120517,-1.3049746,-0.613724,-0.09593717,0.501746,-0.3317772,-2.0329788,-1.8043885,-0.6284,-1.2415327,-0.88037664,calm,03-01-02-01-01-01-11.wav
-695.9203,68.59724,22.867336,26.667511,14.438406,11.832731,1.7849585,1.5410341,1.2010509,7.167668,-0.27049723,-0.1670134,1.2252423,4.8227634,1.8360391,1.3768157,-0.1931229,1.1509246,-2.4848013,1.9133315,-0.9309848,-2.3229234,-0.00039978596,-1.3554562,-0.9972279,0.33189923,-2.228357,0.098867744,0.94932413,-0.24891745,-1.162014,-2.6841593,-2.208161,-1.0048449,-1.6855794,-2.196235,-1.1831647,-0.68110836,-1.800818,-2.662251,calm,03-01-02-01-01-02-11.wav
-693.9612,60.930088,24.368263,20.941841,7.513354,9.716222,-3.0378141,0.030447587,0.49834293,6.9401493,-0.44058076,-0.34030926,-0.5421358,2.776904,1.1125007,-1.2099282,0.008790479,0.86762434,-2.0543914,-0.152416,0.75511146,-1.8086529,0.17780496,-1.0631255,-0.7200378,0.06696894,-0.6498429,2.0597477,0.8813127,-0.39305094,-1.9760762,-2.0137432,-1.744019,-1.3030514,-1.6941642,-3.412267,-1.7990098,-2.0104148,-2.00837,-1.4234048,calm,03-01-02-01-02-01-11.wav
-698.15436,58.46151,24.540289,20.531422,14.084893,9.674513,2.7252305,1.1621279,-0.089008845,10.75201,1.6101439,-1.2275908,-0.8781118,2.630618,0.94511193,-0.22099118,-2.5300515,2.1979551,-4.769209,-0.05572633,0.23654568,-3.0289786,-0.48066896,0.18200362,-0.9378092,0.43608797,-0.77951276,1.2542332,-0.74218464,-0.5149494,-2.5299323,-1.3177944,-0.8102482,0.24931696,-1.4241556,-2.047812,-1.2917564,-0.8049407,-1.0543709,-1.1408522,calm,03-01-02-01-02-02-11.wav
-704.6575,65.610214,19.401985,22.685225,13.221663,8.273776,4.044516,1.5738795,1.7598566,10.143845,1.653742,-1.0947902,2.193831,2.9524965,2.3034184,1.019632,-0.57719487,1.5467942,-2.2429771,0.26409775,-0.22950007,-0.88755924,-0.94241256,-0.5996381,1.0269452,0.96922225,-0.22265963,1.1085144,0.2331654,0.20665473,-1.5456096,-1.3035069,-1.3772805,-0.19715719,-0.90251297,-0.96646315,-0.4683541,-0.1851758,-0.26737508,-1.3009909,calm,03-01-02-02-01-01-11.wav
-720.09485,50.317608,19.095675,24.267506,12.149275,10.4162,4.064886,3.8481343,-1.3470838,8.430486,-1.3736587,-0.23208283,1.4048489,3.5620008,-0.062093575,0.7957918,-1.1129715,0.24685673,-3.4191191,1.1902891,1.5023371,-1.8023505,1.053241,-0.59016293,-1.4455904,0.8153895,-0.5582469,-0.011785295,0.5770325,0.9005639,-0.8221904,-0.09335138,-0.8298456,-0.3341936,-1.5159243,-1.2771046,-1.6831508,-0.7355278,-2.2216334,-1.4616275,calm,03-01-02-02-01-02-11.wav
-700.1275,58.017754,22.407284,22.72245,12.471671,8.793522,3.5352912,1.9183719,1.1789035,8.80468,1.2547041,-0.37786594,1.5894299,4.430558,-1.0530316,0.036245573,-2.262525,2.0800092,-3.1579773,1.8618712,-0.5029687,-3.386948,-0.6358938,-0.38228634,-1.4268439,-0.15679291,-1.0317963,0.98497844,0.74126357,-0.069731034,-1.1154261,-0.98816615,-1.4003699,0.030556396,-1.0917767,-1.2336,-2.2701442,-2.0046716,-1.8483149,-2.2806268,calm,03-01-02-02-02-01-11.wav
-700.927,61.119793,20.60732,22.044168,10.788883,9.535319,2.150364,0.9831913,-0.036984254,11.610793,2.145335,0.6589925,-0.17214821,3.9158683,1.3372816,-0.6418547,0.13748723,-0.14800371,-2.2688472,0.5599705,0.45448482,-5.2446084,0.23577277,-0.0024392286,-0.25675085,0.31197166,-0.7867139,1.6454524,1.3039882,0.27960077,-0.9772394,-1.5809743,-1.9903176,-0.6154991,-1.3023438,-1.2156546,-1.7126591,-2.6033504,-1.1030518,-2.1547968,calm,03-01-02-02-02-02-11.wav
-654.4467,56.016396,9.912502,14.832239,6.044382,4.362138,-4.3656573,-2.2003381,-4.37552,4.2432275,0.6309724,-1.3966743,2.6373637,1.5082057,3.0717406,-0.19285084,-1.3720263,0.732477,-2.1516306,0.9480854,0.07440464,-0.30052996,1.5397232,0.06411833,1.0276597,0.46954706,0.13021973,1.6520096,-0.5353805,1.6640427,0.29729146,-0.2528017,0.30125645,1.1846579,1.4466041,1.7162619,4.072571,7.014308,7.146102,4.9036846,happy,03-01-03-01-01-01-11.wav
-651.1455,58.86143,12.59771,12.559963,8.603721,3.9938533,-0.7391238,-1.3942673,-2.0169947,5.3506293,-0.5131584,-0.15953052,0.5428194,2.8848405,0.355419,0.5266357,0.26715907,-0.5916473,-2.9520454,0.4841891,-0.67785895,-1.0820243,-0.48305225,-0.39056915,-1.10628,0.21827357,-0.98534024,0.88212097,-1.1486238,0.9182147,-1.6140046,-2.1726415,-1.5360756,0.24776997,0.96632075,1.9486219,1.4292113,0.29187614,0.15532553,-0.88143164,happy,03-01-03-01-01-02-11.wav
-651.984,52.48929,14.468995,12.023479,9.1717415,3.0093548,-2.5113783,-2.6247506,-3.1074462,5.0041256,0.005950956,2.2624412,0.23813719,5.0845017,-0.12605242,0.32940963,0.9845132,0.5368762,-3.5654914,0.10929248,-1.0768577,-2.156761,1.7058748,0.48583367,-0.55463773,0.49169898,-0.30171895,0.4948939,-0.67491496,0.83999497,-1.1828538,-2.1411486,-1.1627231,-0.39674625,-1.5401659,-2.012866,-1.9308686,-1.1517069,0.6287477,0.73603415,happy,03-01-03-01-02-01-11.wav
-641.57404,52.921513,15.106357,14.419704,5.133202,3.497215,-1.472562,-1.5257535,-4.7468224,3.2637818,-0.57107985,-2.0709853,0.12975624,4.2591586,-0.29975924,0.41863897,0.349432,-0.8124085,-3.6878877,-0.09342024,-1.5921977,-1.4905161,0.61796206,-0.03927154,-0.9493221,-1.0424604,-0.6132687,0.95562327,-0.86882704,-0.043512728,-1.8844776,-1.9680376,-1.3629396,0.5243497,2.2125747,3.3491056,2.8651643,1.6702254,0.9273224,0.09206479,happy,03-01-03-01-02-02-11.wav
-479.31006,47.59046,2.835999,5.3749433,-1.387611,1.2873846,-2.1624792,-5.806487,-9.301905,3.5681083,-1.9519378,0.22988833,-3.093882,1.1594102,-1.2991217,-0.5107046,-0.421535,-2.3125074,-3.5423822,0.8571093,-1.2045509,-0.78192705,0.48521098,1.6543928,3.103947,5.1426735,3.275906,4.8516793,3.5714536,4.0180874,3.9713943,5.37356,6.1193137,7.9103894,5.954695,2.114032,2.5307503,1.9848253,2.9234262,2.36969,happy,03-01-03-02-01-01-11.wav
-473.87756,40.742302,0.32751006,8.265884,-1.7551781,-0.08583107,-0.80650395,-3.3737714,-5.312382,3.3479521,-0.9438347,0.31397605,-1.1338066,2.4596605,-0.5301453,-0.6127117,0.5657677,-0.33784956,-1.1734878,1.7241095,-1.2808311,-0.77831393,-0.44731006,0.8139758,1.2230611,5.0750804,4.4923787,6.1470656,8.634233,6.6991496,6.140115,4.682486,3.3549328,3.6219747,3.7378829,4.644279,5.725383,4.0284863,3.7557704,2.1152587,happy,03-01-03-02-01-02-11.wav
-492.17484,42.32312,-4.748287,2.3382032,-5.699597,-1.4169567,-5.437197,-9.131187,-11.401088,-1.4557782,-4.570266,-1.8150382,-6.7255454,1.2920065,-6.3818455,-2.313715,-1.9716237,-1.0406574,-2.0191212,-2.024311,-4.0291586,-2.8329475,-1.2241024,-3.0735347,-2.2430058,0.087269634,1.0009061,4.3573575,6.6377683,8.195049,7.8566713,6.472272,5.5595174,3.8934982,2.8024771,0.9991215,2.4033055,4.0672398,2.9392354,1.0518608,happy,03-01-03-02-02-01-11.wav
-511.57523,42.089798,3.308912,3.2429588,-2.2309954,-1.4243801,-5.8201838,-4.041704,-10.09531,-0.10710276,-2.792645,-2.173345,-4.559425,1.322039,-4.214874,-2.8926795,0.9288926,-2.7767694,-4.1493535,-1.6765686,-2.4778616,-2.4892073,-1.8242538,-1.1050891,-3.2658563,-1.9090871,-1.4002892,-0.56977284,2.6585128,2.854779,4.258248,3.820954,4.445778,4.7937717,3.3763127,3.2734153,3.6465573,3.1579416,3.2816331,2.4199378,happy,03-01-03-02-02-02-11.wav
-686.4398,54.82076,17.03212,21.883652,10.428875,6.9432607,4.6228237,0.11171361,-0.035156433,7.3705688,-0.7547909,0.43620908,-1.1475477,4.856226,0.60613495,-0.18425018,0.1842247,1.6456045,-3.47231,0.63091815,0.86714643,-1.8980863,0.3615316,-0.9078311,-1.0400246,1.3787532,-0.15944701,1.6598223,0.70871574,1.6632379,-0.84221625,-0.7648897,-3.1984344,-0.8166295,-2.3208067,-1.4416416,-1.2465916,-1.5991676,-1.0342511,-0.8352058,sad,03-01-04-01-01-01-11.wav
-688.9851,61.58946,24.316824,25.734169,9.863095,8.770564,4.2706385,-0.06201431,-2.9123147,7.467852,2.4270673,0.6497884,0.710425,4.250889,1.6155026,0.66286707,-0.082484946,1.526703,-1.2733701,1.0088248,0.11096216,-1.9580176,0.8126717,-0.022793896,-1.2422224,0.92957985,-0.78085595,1.0538449,0.5855993,2.091815,-0.09705762,-0.28648037,-1.4276345,-1.6951711,-0.7846234,-1.959257,-0.9591983,-1.810252,-0.86393034,-1.7946486,sad,03-01-04-01-01-02-11.wav
-684.7109,56.243366,24.001413,18.08637,4.9872727,7.426141,0.8991364,0.735377,-4.723407,5.0374336,-2.1481051,-2.3912215,-2.930522,5.283888,-0.29564413,-0.6353794,-0.7505355,0.11426854,-2.2142873,-1.0636418,1.8328205,-2.604153,0.680393,-0.038534872,-0.5882959,1.2899072,-0.5183866,2.2437136,1.1754274,1.9499065,-0.69557196,-1.7878731,-1.312202,-1.0230275,-0.15244195,-0.79068696,-1.5364714,-1.0250727,-1.3026813,-1.7722706,sad,03-01-04-01-02-01-11.wav
-689.6503,58.31288,23.013344,18.593521,7.981409,8.876478,3.1323547,-1.0449954,-1.4347256,4.8930287,-0.93881303,-0.971206,-1.1187091,5.7027073,-0.4647813,-0.4209565,-0.7008771,2.1003199,-3.7586744,-0.6301614,-0.8213337,-1.8020319,-1.915152,0.8913381,-0.7778953,1.4032377,-0.2558522,1.764739,0.72848636,0.6387154,-0.03176179,-1.3019706,-0.43815863,-2.0656652,-2.1544476,-0.89514434,-0.8838071,-1.7864869,-1.5884236,-1.5375826,sad,03-01-04-01-02-02-11.wav
-593.1319,46.891212,6.3644776,7.0193954,0.8794968,2.0637274,-4.299669,-3.255583,-7.9956245,0.8152761,-2.2050428,-0.35947305,-1.3184695,2.3682547,-0.49653542,-0.4238149,-0.64824986,-0.49446648,-2.516146,-1.8514439,0.14267206,-0.38456526,-1.3595185,1.4272138,-0.33420917,1.2586893,-1.3143139,0.90545857,1.1705035,1.1865503,2.4283013,4.0697336,4.4577274,4.4072685,3.0754743,0.67473096,1.0352317,1.2941153,0.81206816,3.001455,sad,03-01-04-02-01-01-11.wav
-530.37085,56.6471,4.5055776,11.721485,1.0616344,-1.554012,-6.0621223,-6.2727647,-9.129698,0.4844381,-3.8662937,-0.7916726,-4.209809,0.48054862,-2.3808212,-3.0985537,-3.5080113,-3.8296669,-4.0483913,-4.1865873,-1.652084,-3.2576501,-3.1151586,-0.15136898,-1.9691529,1.4827393,1.6036085,3.762873,5.3332877,6.7227535,5.486589,3.7339823,2.5776415,3.3325303,4.70608,8.038678,9.069977,8.772325,5.826267,4.0692315,sad,03-01-04-02-01-02-11.wav
-565.8401,44.29122,5.532737,7.886156,-4.9560184,1.1607478,-6.732506,-9.395455,-9.639849,-2.632826,-1.5097058,-3.8673923,-2.0585902,2.0237632,-4.2384915,-2.7396107,-3.6653943,-0.13726819,-4.614774,-3.8598485,-1.5922754,-3.9057407,-2.2658691,-1.2310683,-2.83673,-0.32060808,-0.9624603,2.4461448,1.4174051,5.1813436,4.7546144,3.774166,3.8178394,2.2091298,2.1472218,1.6581546,3.6305442,6.099664,5.4312067,4.985904,sad,03-01-04-02-02-01-11.wav
-527.70776,41.176914,8.560572,9.098816,-2.6988828,2.511209,-7.9825225,-7.4116163,-11.697922,-0.88253707,-3.537112,-4.1727953,-2.620032,2.4950414,-3.1134493,-1.833557,-1.0218875,0.2178251,-2.3647664,-2.0229595,0.92729354,-3.0598903,-2.4618382,-0.05334551,-1.35428,2.3105958,2.7707498,5.3589373,4.8553863,4.0313654,3.3238304,1.2066791,2.8583436,3.7599921,4.3271728,4.64637,3.6884058,4.7417555,2.66355,2.44178,sad,03-01-04-02-02-02-11.wav
-529.7126,44.796,4.996902,8.624085,-1.9469522,2.112758,-0.61468476,-3.7464392,-4.7104855,3.1345038,-2.5258255,-0.8250803,-0.4428172,0.7109302,-1.6172739,-0.76612926,-1.845941,-1.830523,-3.3887963,-1.6204072,-1.4966005,-2.4173114,-1.030677,-0.609118,-0.44764528,1.1949006,-0.53852296,1.2509083,1.3620615,2.6161544,2.6372147,2.898772,1.6772592,0.979529,1.5265722,2.620299,2.4842668,2.2598803,2.643502,3.4708939,angry,03-01-05-01-01-01-11.wav
-573.43414,48.14494,14.190565,9.89579,1.9032893,4.0391073,-0.4018483,-3.3629742,-4.7793183,4.4408417,-2.5168862,1.4253284,-1.7861693,2.6100557,-1.2414677,-1.494471,-0.97956395,-1.2206917,-2.4478369,0.1498586,-0.9880323,-2.182338,-0.6542271,-1.4286939,-2.3403149,0.92098,-1.9215791,1.1162169,1.3277748,1.1038512,0.064124875,0.5865962,0.12054442,-0.037047945,0.8816664,2.587515,1.6808412,0.8374791,-1.1812096,-0.82886,angry,03-01-05-01-01-02-11.wav
-524.2174,41.717384,3.545583,4.585116,-3.073668,2.857739,-3.9658322,-5.0815663,-8.113886,2.3830614,-4.053527,-0.873158,-1.8248049,-1.1597035,-4.1766715,-3.3318412,-0.7352906,-3.0123205,-4.155307,-0.8967458,-2.3539665,-3.3169222,-0.57890046,-1.8676382,-3.3010194,-0.67556435,-2.2855947,2.9659407,4.078805,6.5055532,4.9084644,2.7618873,-0.1495731,-0.011978814,0.4799569,3.9225724,4.9341173,5.125926,3.7398443,2.261842,angry,03-01-05-01-02-01-11.wav
-524.4761,45.56888,7.2128553,5.5801983,-2.038871,2.937763,-6.1172132,-4.2378993,-9.324736,3.055831,-5.4089675,-0.6700237,-2.6248436,-0.7745349,-4.6546836,-3.5988026,-0.5660233,-2.6439798,-4.622999,-1.7060492,-2.977646,-3.8313725,-1.2825452,-2.3619118,-2.7655895,-1.46186,-2.8011723,0.5166015,0.098312296,2.428276,3.223774,1.734129,1.9453598,0.2958919,0.096914046,2.5127895,1.9797418,3.5160632,4.048135,3.6298318,angry,03-01-05-01-02-02-11.wav
-435.5689,32.00549,0.5562135,4.397166,-7.54861,-1.7400345,-1.2937903,-2.7886147,-9.217412,1.1745017,-2.4899218,-1.5290284,-2.3992312,-0.3406449,-3.3824747,-2.9105122,-2.189857,-2.142128,-2.7371569,-1.4254607,0.8592758,0.71984047,1.542011,0.5464917,-0.95976573,1.4036587,1.1310514,3.3092113,4.544049,4.085118,4.142438,7.6763377,6.9796257,6.0144906,3.117582,2.243811,2.5299373,1.3055247,0.6453621,0.9867106,angry,03-01-05-02-01-01-11.wav
-362.90863,24.781448,-5.4738555,-0.86652994,-12.942108,-3.0475802,-4.5603642,-4.8078284,-12.017148,0.95919114,-4.0975504,-1.655991,-1.8205072,-1.5713744,-4.534024,-1.1023288,-2.8680694,0.16378672,-0.5864544,2.6858523,5.969469,8.247613,10.132228,8.505929,5.5574837,6.0565486,2.02096,2.4528892,2.7685442,5.699065,3.7367089,2.2429843,1.969888,3.254783,0.9803885,-0.35970154,2.3465495,3.3108664,0.59423834,-0.22977228,angry,03-01-05-02-01-02-11.wav
-358.06815,35.52485,-1.3519899,5.5348883,-13.849623,-2.1879478,-0.739656,-4.0497475,-10.439023,1.4892709,-4.3125086,-0.3989884,-2.228277,-2.9282691,-5.5488725,-2.517732,-2.9792516,-1.7598444,-0.17569096,2.2942789,2.2133515,4.4968824,4.538074,3.020389,3.4787354,5.896382,7.2841344,6.5111322,6.786555,6.4095054,6.6190057,5.9510202,3.513787,1.0714443,1.8336806,1.9846181,3.5395753,3.32246,1.4832039,3.0048683,angry,03-01-05-02-02-01-11.wav
-342.3264,19.599405,-8.314477,-3.0204852,-15.274783,-0.8101527,-4.895562,-4.6386003,-13.067565,1.1909643,-5.519889,-3.5608277,-2.9863076,-3.5467463,-8.336244,-4.9595666,0.55247724,5.572031,5.800675,7.2065406,3.9275541,6.132031,8.603699,10.198132,6.9385533,2.3572505,-0.55177855,2.247565,3.4062011,1.552484,0.692106,1.6582605,2.1389713,2.694156,3.0578973,1.651955,2.4645112,3.346341,3.6359417,1.4798723,angry,03-01-05-02-02-02-11.wav
-637.21387,56.434387,15.529901,14.366759,5.2708335,7.481136,2.3681672,-0.58099437,-2.72241,7.6108565,0.19059396,1.9666924,-1.6707323,3.6445599,0.57919675,-0.7643313,0.7840256,0.58991206,-3.7088532,-1.9039261,1.0711027,-1.815478,-0.64430517,-2.4306269,-1.35535,0.30970234,-2.8653054,0.002986033,-0.16745079,0.6955571,-1.6543803,-1.8877265,-2.9848728,-0.41563976,-1.3188051,-1.6507816,-1.3131938,0.85354185,1.6906639,0.94013935,fearful,03-01-06-01-01-01-11.wav
-606.90765,54.785698,14.159909,10.499487,2.2040448,5.97489,2.570355,-2.0709581,-5.6127634,3.5522966,-0.3178923,0.3426366,-1.9009343,1.8605583,-0.4027829,-1.6365913,0.74116296,-1.0818472,-3.7667468,-0.66359526,-0.42622688,-1.8050827,-1.2498344,-2.0761929,-1.8291397,1.3694574,-2.5401394,-0.19729719,-0.8913075,-0.67027354,-0.64308846,-2.6662652,-2.9528725,-2.2834823,-0.65349615,0.78746086,1.9356673,3.0665076,2.5276642,1.3266034,fearful,03-01-06-01-01-02-11.wav
-600.55084,53.17402,8.88991,12.292284,3.427999,5.6502595,-7.5328083,-8.314651,-5.093163,1.6324316,-2.5628707,-0.9578272,-2.2900567,3.2757092,-0.04081377,-3.3315742,-0.14086941,-1.6651071,-3.8548517,-0.91410637,0.6844009,-2.7763407,-0.7031853,-0.41756362,-1.3808162,0.69988626,-1.8637418,0.12564339,-0.78411394,-1.4272679,-1.9595567,-0.670392,0.5754126,2.7235098,2.6408856,2.1699889,0.9850908,1.4853852,3.1957352,3.648446,fearful,03-01-06-01-02-01-11.wav
-597.442,52.851234,8.71081,10.481212,2.5365734,4.838289,-4.6840587,-4.9711185,-4.211643,1.7679088,-2.0331933,-1.7087746,-0.11478692,3.936312,0.64857,-2.2980971,-0.2802867,-0.5900376,-3.1723406,-0.40798905,0.53470194,-2.897516,-0.5091234,-1.3498722,-1.692719,-1.1180739,-0.85002553,0.66251504,-0.02212616,-0.69459176,-3.5012865,-2.8286877,-3.1225517,-0.40881664,0.64581436,1.6300981,-0.069276616,0.4094653,0.78723717,0.053046998,fearful,03-01-06-01-02-02-11.wav
-471.7885,37.016277,-6.2774754,6.8034277,-5.4047465,-1.2102191,-4.567914,-10.21979,-9.449075,1.8339136,-1.5088141,-1.4407926,-4.7549047,-0.6779361,-2.4768677,-4.2140884,-2.037835,-1.6759888,-3.766188,-3.0145488,0.96827894,-2.1276882,-0.017639114,-1.6355517,-1.911295,2.1333914,2.6188977,11.000471,10.796884,10.443698,4.3839545,0.042297617,1.1039746,1.9803506,4.5828876,2.6819775,0.944402,1.9770901,2.0059862,2.4334776,fearful,03-01-06-02-01-01-11.wav
-444.13843,32.428192,-5.695837,6.3784957,-2.607197,-0.9519189,-2.707795,-6.747771,-5.9223924,2.0105786,-4.6841564,-3.524249,-2.2131202,0.26758206,0.067264244,-4.7718906,-1.0693734,-1.7450296,-2.4068127,-3.1018531,0.1053629,2.4909163,5.293538,9.249244,7.2247624,9.598889,6.7033305,7.025796,5.8726892,5.7597637,4.2352505,2.4609761,3.2968962,2.008652,1.6545627,1.3759489,1.2362984,2.1110249,0.80701816,-0.017238224,fearful,03-01-06-02-01-02-11.wav
-430.15073,28.515081,-10.031019,3.5822961,-7.532062,-2.430754,-7.285258,-12.014553,-9.065675,0.2801588,-3.3597748,-4.5528793,-4.637469,0.6833567,-2.1159208,-6.0438194,-2.3436544,-3.7308261,-2.505225,-2.8044157,5.675148,4.7090564,5.944264,5.595101,3.5287826,8.353471,4.926317,4.8169694,0.6710027,4.303954,2.9433057,2.1207674,1.3113263,0.793818,3.3433592,2.066188,-1.531652,-2.1964695,1.3533115,2.544914,fearful,03-01-06-02-02-01-11.wav
-417.90347,28.124924,-7.4928927,-2.1668217,-5.4207687,0.32607576,-6.8332853,-8.768405,-9.640854,1.5831189,-3.2590647,-2.7815232,-3.8402436,0.9891218,-1.8464108,-5.6184697,-2.5870042,-2.729167,-2.2093787,-0.47209746,3.4473348,7.6951923,9.668734,11.4395275,9.276388,7.6830006,3.0042694,2.8641853,5.4353385,5.8792434,3.090192,2.3285968,0.5250957,0.95087373,2.7307527,2.0066612,1.1530079,0.8968051,1.2185444,1.1824175,fearful,03-01-06-02-02-02-11.wav
-619.137,52.309505,14.760063,15.739355,0.50935507,6.7157974,-0.7470462,-3.462525,-5.5417614,6.591988,-2.61945,-1.2237655,-0.059115477,1.5734302,-1.8329375,-0.9690161,0.014323238,-0.19650267,-3.2376568,-0.90946305,-1.320157,-1.6988366,0.20900412,-2.2020907,-1.261306,0.26178247,-1.1374406,0.9928205,1.0161206,1.8108443,0.5300558,-1.2847598,-0.2810664,0.019869404,0.014345086,1.229877,0.6268065,1.5468571,1.0610163,0.7883452,disgust,03-01-07-01-01-01-11.wav
-595.0189,50.388268,10.445363,16.397516,-0.79992783,5.542152,-0.7613011,-4.6559973,-4.228884,3.7395616,-2.7796528,-0.4838489,-1.3659194,1.6633976,-0.99139965,-0.9471446,0.99082977,2.1366937,-3.0619004,-1.6601752,-0.11628288,-2.2193296,1.1087017,-1.5532664,-0.025208304,0.18997306,-0.3201778,1.9845022,1.7108895,2.6997297,-0.4860216,-0.43906254,-0.9910389,-0.45260727,1.0867764,1.5923297,1.818931,3.667063,3.038928,3.095628,disgust,03-01-07-01-01-02-11.wav
-621.9911,55.53474,14.719199,7.8948975,0.6263838,5.7134476,-1.9833448,-0.18109837,-4.8564153,5.279563,-3.4119735,-1.1862619,0.056760702,2.7194567,-1.6008711,-1.8877132,-1.1833817,1.0880296,-4.8523474,0.514607,-1.4083462,-2.7203982,-1.0562166,-0.9962595,-1.6450185,-0.477543,-1.258193,1.039697,-0.09028895,0.54214627,-0.6913762,-1.8716494,-0.9673089,-2.167996,-0.6955044,-0.27236223,1.2767783,1.5114642,1.4003435,1.2451913,disgust,03-01-07-01-02-01-11.wav
-588.7504,60.567482,17.221739,7.2818894,-3.8797386,3.27849,-2.1330009,-3.9037073,-8.184452,3.6796262,-5.3619905,-2.6124618,-2.8236387,-1.1193696,-4.862802,-4.827748,-4.6739483,-1.8856282,-4.818061,-1.6086651,-3.3419826,-4.5260468,-1.902668,-1.7193532,-3.5284636,-0.6007741,-2.3081362,-0.09779689,-1.1325153,0.22831841,-1.9755647,-3.2089303,-2.9280214,-2.2120688,-1.0037827,0.013247382,0.77249753,1.2020953,1.0008548,0.65669966,disgust,03-01-07-01-02-02-11.wav
